NAME,TEAM,SALARY,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK,Duration
RajonRondo,Chicago Bulls,1.40E+07,PG,69,26.7,7.8,3.3,8.1,40.8,0.7,1.9,37.6,0.4,0.7,60,5.1,6.7,1.4,0.2,2.4,6,1,13.59,172,2016-2017
RandyFoye,Brooklyn Nets,2500000,SG,69,18.6,5.2,1.7,4.7,36.3,1,2.9,33,0.8,0.9,85.7,2.2,2,0.5,0.1,1.2,0,0,7.33,243,2016-2017
RichardJefferson,Cleveland Cavaliers,2500000,F,79,20.4,5.7,1.9,4.3,44.6,0.8,2.4,33.3,1,1.4,74.1,2.6,1,0.3,0.1,0.7,1,0,8.29,236,2016-2017
RickyRubio,Minnesota Timberwolves,13550000,PG,75,32.9,11.1,3.5,8.7,40.2,0.8,2.6,30.6,3.4,3.8,89.1,4.1,9.1,1.7,0.1,2.6,25,1,16.87,101,2016-2017
RobinLopez,Chicago Bulls,13219250,C,81,28,10.4,4.7,9.6,49.3,0,0,0,0.9,1.3,72.1,6.4,1,0.2,1.4,1.1,8,0,14.47,117,2016-2017
RussellWestbrook,Oklahoma City Thunder,26540100,PG,81,34.6,31.6,10.2,24,42.5,2.5,7.2,34.3,8.8,10.4,84.5,10.7,10.4,1.6,0.4,5.4,62,42,30.7,1,2016-2017
RyanAnderson,Houston Rockets,18735364,F,72,29.4,13.6,4.5,10.7,41.8,2.8,7,40.3,1.8,2.1,86,4.6,0.9,0.4,0.2,0.8,2,0,13.53,74,2016-2017
SergeIbaka,Toronto Raptors,12250000,C,79,30.7,14.8,6,12.4,48,1.6,4,39.1,1.4,1.6,85.6,6.8,0.9,0.5,1.6,1.3,11,0,16.46,56,2016-2017
SergioRodriguez,Philadelphia 76ers,8.00E+06,PG,68,22.3,7.8,3.1,7.9,39.2,1.4,3.7,36.5,0.3,0.4,66.7,2.3,5.1,0.7,0.1,1.9,1,0,11.13,173,2016-2017
SethCurry,Dallas Mavericks,2898000,SG,70,29,12.8,4.8,10,48.1,2,4.6,42.5,1.2,1.4,85,2.6,2.7,1.1,0.1,1.3,1,0,15.52,86,2016-2017
ShabazzMuhammad,Minnesota Timberwolves,3046299,F,78,19.4,9.9,3.7,7.7,48.2,0.6,1.9,33.6,1.9,2.4,77.4,2.8,0.4,0.3,0.1,0.7,1,0,15,128,2016-2017
StanleyJohnson,Detroit Pistons,2969880,SF,77,17.8,4.4,1.7,4.7,35.3,0.6,2,29.2,0.5,0.7,67.9,2.5,1.4,0.7,0.3,0.9,0,0,7.18,258,2016-2017
StevenAdams,Oklahoma City Thunder,3140517,C,80,29.9,11.3,4.7,8.2,57.1,0,0,0,2,3.2,61.1,7.7,1.1,1.1,1,1.8,16,0,16.51,99,2016-2017
T.J.Warren,Phoenix Suns,2128920,SF,66,31,14.4,6.1,12.3,49.5,0.4,1.5,26.5,1.8,2.3,77.3,5.1,1.1,1.2,0.6,0.9,5,0,15.64,61,2016-2017
TajGibson,Oklahoma City Thunder,8950000,PF,78,25.5,10.8,4.7,9.1,51.5,0,0.2,23.1,1.4,2,71.5,6.2,0.9,0.5,0.8,1.3,11,0,15.07,106,2016-2017
TarikBlack,Los Angeles Lakers,6191000,C,67,16.3,5.7,2.2,4.4,51.2,0,0,50,1.2,1.6,75.2,5.1,0.6,0.4,0.7,0.9,2,0,15.09,233,2016-2017
TaureanPrince,Atlanta Hawks,2318280,SF,59,16.6,5.7,1.9,4.8,40,0.6,1.7,32.4,1.3,1.6,78.7,2.7,0.9,0.7,0.5,1,0,0,9.88,234,2016-2017
TerrenceRoss,Toronto Raptors,1.00E+07,SG,78,25.1,11,4.2,9.6,43.7,1.8,5,36.3,0.8,1,83.1,2.6,1.1,1.1,0.4,0.9,0,0,13.46,103,2016-2017
ThaboSefolosha,Atlanta Hawks,3850000,SF,62,25.7,7.2,2.8,6.4,44.1,0.7,1.9,34.2,0.9,1.2,73.3,4.4,1.7,1.5,0.5,0.9,0,0,11.92,185,2016-2017
ThaddeusYoung,Indiana Pacers,14153652,PF,74,30.2,11,4.9,9.3,52.7,0.6,1.6,38.1,0.6,1.2,52.3,6.1,1.6,1.5,0.4,1.3,7,0,14.96,102,2016-2017
TimHardawayJr.,Atlanta Hawks,2281605,SG,79,27.3,14.5,5.3,11.5,45.5,1.9,5.3,35.7,2.1,2.7,76.6,2.8,2.3,0.7,0.2,1.3,0,0,15.26,60,2016-2017
TobiasHarris,Detroit Pistons,17200000,SF,82,31.3,16.1,6.2,13,48.1,1.3,3.8,34.7,2.3,2.8,84.1,5.1,1.7,0.7,0.5,1.2,3,0,16.95,48,2016-2017
TonyAllen,Memphis Grizzlies,5505618,SG,71,27,9.1,3.9,8.4,46,0.2,0.8,27.8,1.1,1.8,61.5,5.5,1.4,1.6,0.4,1.4,5,0,13.33,149,2016-2017
TonySnell,Milwaukee Bucks,2368327,SG,80,29.2,8.5,3.1,6.8,45.5,1.8,4.4,40.6,0.6,0.7,81,3.1,1.2,0.7,0.2,0.7,1,0,9.75,158,2016-2017
TrevorAriza,Houston Rockets,7806971,SF,80,34.7,11.7,4.1,10,40.9,2.4,6.9,34.4,1.2,1.6,73.8,5.7,2.2,1.8,0.3,0.9,3,0,12.38,97,2016-2017
TrevorBooker,Brooklyn Nets,9250000,F,71,24.7,10,4.3,8.3,51.6,0.4,1.1,32.1,1,1.5,67.3,8,1.9,1.1,0.4,1.8,16,0,15.71,126,2016-2017
TristanThompson,Cleveland Cavaliers,15330435,C,78,29.9,8.1,3.4,5.6,60,0,0,0,1.4,2.7,49.8,9.2,1,0.5,1.1,0.8,19,0,15.32,167,2016-2017
TroyDaniels,Memphis Grizzlies,3332940,SF,67,17.7,8.2,2.8,7.4,37.4,2.1,5.3,38.9,0.6,0.8,79.6,1.5,0.7,0.3,0.1,0.7,0,0,10.48,162,2016-2017
TylerJohnson,Miami Heat,5628000,SG,73,29.8,13.7,4.9,11.3,43.3,1.3,3.4,37.2,2.7,3.5,76.8,4,3.2,1.2,0.6,1.2,0,0,15.94,71,2016-2017
VictorOladipo,Oklahoma City Thunder,6552961,SG,67,33.2,15.9,6.1,13.9,44.2,1.9,5.3,36.1,1.7,2.3,75.3,4.3,2.6,1.2,0.3,1.8,3,0,13.62,49,2016-2017
VinceCarter,Memphis Grizzlies,4264057,SG,73,24.7,8,2.6,6.7,39.4,1.5,4.1,37.8,1.2,1.6,76.5,3.1,1.8,0.8,0.5,0.7,0,0,11.69,168,2016-2017
WayneEllington,Miami Heat,6.00E+06,SG,62,24.2,10.5,3.7,9,41.6,2.4,6.4,37.8,0.6,0.7,86,2.1,1.1,0.6,0.1,0.5,0,0,12.68,115,2016-2017
WesleyJohnson,LA Clippers,5628000,F,68,11.9,2.7,1.1,2.9,36.5,0.4,1.7,24.6,0.2,0.3,64.7,2.7,0.3,0.4,0.4,0.3,0,0,8.41,269,2016-2017
WesleyMatthews,Dallas Mavericks,17145838,SG,73,34.2,13.5,4.6,11.6,39.3,2.4,6.6,36.3,2,2.5,81.6,3.5,2.9,1.1,0.2,1.4,0,0,11.93,76,2016-2017
WillBarton,Denver Nuggets,3533333,SG,60,28.4,13.7,4.9,11.1,44.3,1.5,3.9,37,2.4,3.2,75.3,4.3,3.4,0.8,0.5,1.6,2,0,15.55,72,2016-2017
WillieCauley-Stein,Sacramento Kings,3551160,C,75,18.9,8.1,3.4,6.4,53,0,0,0,1.3,2,66.9,4.5,1.1,0.7,0.6,0.9,8,0,16.37,164,2016-2017
WilsonChandler,Denver Nuggets,11233146,SF,71,30.9,15.7,6.1,13.2,46.1,1.5,4.6,33.7,2,2.7,72.7,6.5,2,0.7,0.4,1.6,9,0,15,50,2016-2017
ZachRandolph,Memphis Grizzlies,10361445,F,73,24.5,14.1,5.9,13.2,44.9,0.3,1.3,22.3,1.9,2.6,73.1,8.2,1.7,0.5,0.1,1.4,20,0,18.58,63,2016-2017
Al-FarouqAminu,Portland Trail Blazers,7319035,PF,69,30,9.3,3.3,8.4,39.5,1.8,4.9,36.9,0.9,1.2,73.8,7.6,1.2,1.1,0.6,1.1,9,0,12.02,142,2017-2018
AlexAbrines,Oklahoma City Thunder,5725000,G,75,15.1,4.7,1.5,3.9,39.5,1.1,2.9,38,0.5,0.6,84.8,1.5,0.4,0.5,0.1,0.3,0,0,9.03,239,2017-2018
AlexLen,Phoenix Suns,4187599,C,69,20.2,8.5,3.1,5.5,56.6,0,0,33.3,2.3,3.3,68.4,7.5,1.2,0.4,0.9,1.1,12,0,19.37,158,2017-2018
AlHorford,Boston Celtics,27734406,C,72,31.6,12.9,5.1,10.5,48.9,1.3,3.1,42.9,1.3,1.7,78.3,7.4,4.7,0.6,1.1,1.8,15,0,17.63,80,2017-2018
AllenCrabbe,Brooklyn Nets,18500000,SG,75,29.3,13.2,4.5,11,40.8,2.7,7.1,37.8,1.5,1.8,85.2,4.3,1.6,0.6,0.5,1,0,0,12.33,73,2017-2018
AndreDrummond,Detroit Pistons,25434263,C,78,33.7,15,6,11.3,52.9,0,0.1,0,3.1,5.1,60.5,16,3,1.5,1.6,2.6,62,0,22.94,52,2017-2018
AndrewWiggins,Minnesota Timberwolves,7574323,SF,82,36.3,17.7,6.9,15.9,43.8,1.4,4.1,33.1,2.5,3.8,64.3,4.4,2,1.1,0.6,1.7,1,0,13.1,33,2017-2018
AnthonyTolliver,Detroit Pistons,3290000,PF,79,22.2,8.9,2.8,6,46.4,2,4.6,43.6,1.3,1.7,79.7,3.1,1.1,0.4,0.3,0.7,1,0,13.89,146,2017-2018
AustinRivers,LA Clippers,12650000,PG,61,33.7,15.1,5.6,13.2,42.4,2.2,5.9,37.8,1.7,2.6,64.2,2.4,4,1.2,0.3,1.8,0,0,12.6,51,2017-2018
BamAdebayo,Miami Heat,2955840,C,69,19.8,6.9,2.5,4.9,51.2,0,0.1,0,1.9,2.6,72.1,5.5,1.5,0.5,0.6,1,7,0,15.74,195,2017-2018
BenSimmons,Philadelphia 76ers,6434520,PG,81,33.7,15.8,6.7,12.3,54.5,0,0.1,0,2.4,4.2,56,8.1,8.2,1.7,0.9,3.4,38,12,20.03,47,2017-2018
BismackBiyombo,Orlando Magic,1.70E+07,C,82,18.2,5.7,2.2,4.3,52,0,0,0,1.2,1.9,65,5.7,0.8,0.3,1.2,1,7,0,14.15,223,2017-2018
BlakeGriffin,LA Clippers,32088932,PF,58,34,21.4,7.5,17.2,43.8,1.9,5.6,34.5,4.5,5.7,78.5,7.4,5.8,0.7,0.3,2.8,16,3,19.65,18,2017-2018
BobbyPortis,Chicago Bulls,2494346,PF,73,22.5,13.2,5.2,11.1,47.1,1.1,3.1,35.9,1.6,2.1,76.9,6.8,1.7,0.7,0.3,1.4,12,0,19.78,72,2017-2018
BogdanBogdanovic,Sacramento Kings,9412280,SG,78,27.9,11.8,4.4,9.9,44.6,1.7,4.2,39.2,1.3,1.5,84,2.9,3.3,0.9,0.2,1.6,0,0,13.51,103,2017-2018
BojanBogdanovic,Indiana Pacers,10500000,SF,80,30.8,14.3,5.1,10.7,47.4,1.9,4.8,40.2,2.2,2.6,86.8,3.4,1.5,0.7,0.1,1.3,0,0,13.98,59,2017-2018
BrandonIngram,Los Angeles Lakers,5519400,SF,59,33.5,16.1,6.1,12.9,47,0.7,1.8,39,3.3,4.8,68.1,5.3,3.9,0.8,0.7,2.5,6,0,13.9,46,2017-2018
BrookLopez,Los Angeles Lakers,22642650,C,74,23.4,13,5,10.7,46.5,1.5,4.4,34.5,1.5,2.1,70.3,4,1.7,0.4,1.3,1.3,4,0,16.52,77,2017-2018
BuddyHield,Sacramento Kings,3675480,SG,80,25.3,13.5,5.2,11.7,44.6,2.2,5.1,43.1,0.9,1,87.7,3.8,1.9,1.1,0.3,1.6,0,0,16.13,69,2017-2018
CarmeloAnthony,Oklahoma City Thunder,26243760,F,78,32.1,16.2,6.1,15,40.4,2.2,6.1,35.7,1.9,2.5,76.7,5.8,1.3,0.6,0.6,1.3,6,0,12.78,43,2017-2018
CediOsman,Cleveland Cavaliers,2775000,SF,61,11,3.9,1.5,3,48.4,0.5,1.4,36.8,0.4,0.8,56.5,2,0.7,0.4,0,0.5,0,0,11.06,246,2017-2018
ChrisPaul,Houston Rockets,24599495,PG,58,31.8,18.6,6.3,13.8,46,2.5,6.5,38,3.5,3.8,91.9,5.4,7.9,1.7,0.2,2.2,14,1,24.39,28,2017-2018
CJMcCollum,Portland Trail Blazers,23962573,SG,81,36.1,21.4,8.2,18.6,44.3,2.3,5.9,39.7,2.6,3.1,83.6,4,3.4,1,0.4,1.9,1,0,17,19,2017-2018
CJMiles,Toronto Raptors,7936509,SF,70,19.1,10,3.2,8.6,37.9,2.3,6.5,36.1,1.2,1.4,83.5,2.2,0.8,0.5,0.3,0.6,0,0,13.08,133,2017-2018
ClintCapela,Houston Rockets,2334528,C,74,27.5,13.9,6,9.1,65.2,0,0,0,1.9,3.5,56,10.8,0.9,0.8,1.9,1.4,42,0,24.55,68,2017-2018
CoreyBrewer,Oklahoma City Thunder,7579366,SG,72,16.8,5.3,2,4.4,44.9,0.4,1.5,28.2,0.9,1.3,72.2,2.1,0.9,1.1,0.2,0.7,0,0,11.19,232,2017-2018
CoryJoseph,Indiana Pacers,7945000,PG,82,27,7.9,3.1,7.4,42.4,0.8,2.3,35.3,0.9,1.1,74.5,3.2,3.2,1,0.2,1.1,1,0,10.99,172,2017-2018
D.J.Augustin,Orlando Magic,7250000,PG,75,23.5,10.2,3.3,7.2,45.2,1.5,3.6,41.9,2.2,2.5,86.8,2.1,3.8,0.7,0,1.6,2,0,15.4,129,2017-2018
DamianLillard,Portland Trail Blazers,26153057,PG,73,36.6,26.9,8.5,19.4,43.9,3.1,8.6,36.1,6.8,7.4,91.6,4.5,6.6,1.1,0.4,2.8,11,0,25.19,4,2017-2018
DarioSaric,Philadelphia 76ers,2526840,PF,78,29.6,14.6,5.2,11.4,45.3,2,5.1,39.3,2.3,2.7,86,6.7,2.6,0.7,0.3,1.9,13,0,15.88,55,2017-2018
DarrenCollison,Indiana Pacers,1.00E+07,G,69,29.2,12.4,4.6,9.2,49.5,1.4,3,46.8,1.8,2.1,88.2,2.6,5.3,1.3,0.2,1.2,6,0,18.86,91,2017-2018
De'AaronFox,Sacramento Kings,4609200,PG,73,27.8,11.6,4.5,10.9,41.2,0.6,2.1,30.7,1.9,2.7,72.3,2.8,4.4,1,0.3,2.4,3,0,11.28,109,2017-2018
DeAndreJordan,LA Clippers,22642350,C,77,31.5,12,4.8,7.5,64.5,0,0,0,2.4,4.1,58,15.2,1.5,0.5,0.9,1.8,46,0,20.17,98,2017-2018
DelonWright,Toronto Raptors,2536898,PG,69,20.8,8,2.9,6.3,46.5,0.8,2.2,36.6,1.4,1.7,82.9,2.9,2.9,1,0.5,1.1,1,0,16.49,170,2017-2018
DeMarDeRozan,Toronto Raptors,27739975,SG,80,33.9,23,8.1,17.7,45.6,1.1,3.6,31,5.8,7,82.5,3.9,5.2,1.1,0.3,2.2,0,0,21.1,11,2017-2018
DeMarreCarroll,Brooklyn Nets,15400000,SF,73,29.9,13.5,4.5,10.8,41.4,2,5.4,37.1,2.6,3.4,76.4,6.6,2,0.8,0.4,1.4,13,0,14.31,70,2017-2018
DennisSchroder,Atlanta Hawks,15500000,PG,67,31,19.4,7.5,17.1,43.6,1.1,3.9,29,3.4,4,84.9,3.1,6.2,1.1,0.1,2.7,5,0,17.41,25,2017-2018
DennisSmithJr.,Dallas Mavericks,3218280,PG,69,29.7,15.2,5.9,14.8,39.5,1.5,4.9,31.3,1.9,2.8,69.4,3.8,5.2,1,0.3,2.8,6,1,12.89,50,2017-2018
DenzelValentine,Chicago Bulls,2280600,SG,77,27.2,10.2,3.9,9.4,41.7,1.9,4.8,38.6,0.5,0.7,74.5,5.1,3.2,0.8,0.1,1.3,5,0,12.12,130,2017-2018
DevinHarris,Denver Nuggets,4402546,PG,71,18.9,8.4,2.6,6.4,41.2,1.1,3.2,34.8,2,2.4,83.5,1.8,2.1,0.7,0.2,1.1,0,0,13.08,163,2017-2018
DewayneDedmon,Atlanta Hawks,7200000,C,62,24.9,10,4,7.7,52.4,0.8,2.3,35.5,1.1,1.4,77.9,7.9,1.5,0.6,0.8,1.4,15,0,15.85,136,2017-2018
DirkNowitzki,Dallas Mavericks,5.00E+06,F,77,24.7,12,4.5,9.8,45.6,1.8,4.4,40.9,1.3,1.4,89.8,5.7,1.6,0.6,0.6,0.7,5,0,16.76,97,2017-2018
DomantasSabonis,Indiana Pacers,2659800,PF,74,24.5,11.6,4.6,8.9,51.4,0.2,0.5,35.1,2.3,3,75,7.7,2,0.5,0.4,1.9,15,0,17.57,106,2017-2018
DraganBender,Phoenix Suns,4468800,SF,82,25.2,6.5,2.3,5.9,38.6,1.4,3.9,36.6,0.5,0.6,76.5,4.4,1.6,0.3,0.6,1.4,3,0,7.11,207,2017-2018
DwightHoward,Charlotte Hornets,23819725,C,81,30.4,16.6,6.2,11.2,55.5,0,0.1,14.3,4.1,7.2,57.4,12.5,1.3,0.6,1.6,2.6,53,0,20.56,41,2017-2018
DwightPowell,Dallas Mavericks,9003125,PF,79,21.2,8.5,3.2,5.4,59.3,0.4,1.1,33.3,1.7,2.3,71.9,5.6,1.2,0.8,0.4,0.7,5,0,18.82,159,2017-2018
EdDavis,Portland Trail Blazers,6352531,C,78,18.9,5.3,2.2,3.7,58.2,0,0,0,0.9,1.4,66.7,7.4,0.5,0.4,0.7,0.8,6,0,15.55,231,2017-2018
ElfridPayton,Phoenix Suns,3332340,PG,63,28.7,12.7,5.2,10.6,49.3,0.5,1.5,32.6,1.7,2.7,64.9,4.3,6.2,1.3,0.3,2.7,8,2,16.6,86,2017-2018
EmmanuelMudiay,New York Knicks,4294480,PG,64,19.4,8.6,3.2,8.2,38.8,0.7,2.3,31.8,1.5,2,76,2.4,3.2,0.6,0.2,1.8,1,0,11.51,155,2017-2018
EricBledsoe,Phoenix Suns,1.50E+07,PG,74,31.4,17.7,6.3,13.4,47.3,1.7,4.9,34.7,3.4,4.3,79.5,3.8,5,2,0.6,2.9,3,1,19.79,32,2017-2018
EricGordon,Houston Rockets,12943020,SG,69,31.2,18,6,14.1,42.8,3.2,8.8,35.9,2.8,3.5,80.9,2.5,2.2,0.6,0.4,1.9,0,0,15.22,31,2017-2018
EvanTurner,Portland Trail Blazers,17131148,SG,79,25.7,8.2,3.3,7.3,44.7,0.5,1.7,31.8,1.2,1.4,85,3.1,2.2,0.6,0.4,1.3,0,0,9.88,167,2017-2018
FrankKaminsky,Charlotte Hornets,3627842,PF,79,23.2,11.1,3.9,9.1,42.9,1.3,3.5,38,2,2.5,79.9,3.6,1.6,0.5,0.2,0.8,0,0,14.42,117,2017-2018
GarrettTemple,Sacramento Kings,8.00E+06,SG,65,24.8,8.4,3.1,7.3,41.8,1.4,3.5,39.2,0.9,1.2,76.9,2.3,1.9,0.9,0.4,1.2,0,0,10.29,161,2017-2018
GaryHarris,Denver Nuggets,2550055,SG,67,34.4,17.5,6.6,13.6,48.5,2.3,5.9,39.6,2,2.4,82.7,2.6,2.9,1.8,0.2,1.8,0,0,16.6,36,2017-2018
GeorgeHill,Sacramento Kings,1.90E+07,PG,67,27,10,3.5,7.7,46,1.3,3.1,41.5,1.6,2.1,78.6,2.7,2.8,0.9,0.4,1.3,0,0,13.35,135,2017-2018
GiannisAntetokounmpo,Milwaukee Bucks,24157303,PF,75,36.7,26.9,9.9,18.7,52.9,0.6,1.9,30.7,6.5,8.5,76,10,4.8,1.5,1.4,3,42,1,27.37,5,2017-2018
GoranDragic,Miami Heat,18109175,PG,75,31.7,17.3,6.5,14.3,45,1.5,4,37,2.9,3.6,80.1,4.1,4.8,0.8,0.2,2.2,3,0,16.64,37,2017-2018
GorguiDieng,Minnesota Timberwolves,14112360,C,79,16.9,5.9,2.4,4.9,47.9,0.2,0.8,31.1,1,1.3,77.5,4.6,0.9,0.6,0.5,0.7,2,0,14.69,215,2017-2018
HarrisonBarnes,Dallas Mavericks,23112004,SF,77,34.2,18.9,7,15.7,44.5,1.5,4.3,35.7,3.4,4.1,82.7,6.1,2,0.6,0.2,1.5,8,0,15.89,27,2017-2018
IshSmith,Detroit Pistons,6.00E+06,PG,82,24.9,10.9,4.7,9.8,48.6,0.4,1.2,34.7,1,1.4,69.8,2.7,4.4,0.8,0.2,1.3,3,0,15.5,121,2017-2018
J.J.Barea,Dallas Mavericks,3903900,PG,69,23.2,11.6,4.4,10,43.9,1.7,4.5,36.7,1.2,1.5,78.4,2.9,6.3,0.5,0,2.1,6,0,17.84,107,2017-2018
JaeCrowder,Utah Jazz,6796117,PF,80,26.1,9.7,3.4,8.4,40.4,1.4,4.3,32.3,1.5,1.9,81.8,3.4,1.2,0.8,0.3,0.9,0,0,10.44,138,2017-2018
JakobPoeltl,Toronto Raptors,2947320,C,82,18.6,6.9,3.1,4.7,65.9,0,0,50,0.7,1.2,59.4,4.8,0.7,0.5,1.2,1,4,0,17.55,194,2017-2018
JamalCrawford,Minnesota Timberwolves,4328000,SF,80,20.7,10.3,3.9,9.3,41.5,1.3,3.9,33.1,1.3,1.4,90.3,1.2,2.3,0.5,0.1,1.2,0,0,13.06,127,2017-2018
JamalMurray,Denver Nuggets,3355320,PG,81,31.7,16.7,5.9,13.1,45.1,2,5.4,37.8,2.8,3.1,90.5,3.7,3.4,1,0.3,2.1,1,0,16.17,40,2017-2018
JamesHarden,Houston Rockets,28299399,PG,72,35.4,30.4,9,20.1,44.9,3.7,10,36.7,8.7,10.1,85.8,5.4,8.8,1.8,0.7,4.4,31,4,29.87,1,2017-2018
JamesJohnson,Miami Heat,14651700,PF,73,26.6,10.8,4.2,8.4,50.3,0.8,2.5,30.8,1.5,2.2,69.8,4.9,3.8,1,0.7,1.9,6,0,15.82,125,2017-2018
JarrettAllen,Brooklyn Nets,2034120,C,72,20,8.2,3.3,5.5,58.9,0.1,0.2,33.3,1.6,2,77.6,5.4,0.7,0.4,1.2,1.1,4,0,17.56,168,2017-2018
JaylenBrown,Boston Celtics,4956480,SG,70,30.7,14.5,5.3,11.5,46.5,1.7,4.4,39.5,2.1,3.3,64.4,4.9,1.6,1,0.4,1.8,2,0,13.69,56,2017-2018
JaysonTatum,Boston Celtics,5645400,SF,80,30.5,13.9,5,10.4,47.5,1.3,3,43.4,2.7,3.2,82.6,5,1.6,1,0.7,1.4,4,0,15.29,65,2017-2018
JeffTeague,Minnesota Timberwolves,1.90E+07,PG,70,33,14.2,5.1,11.3,44.6,1.2,3.3,36.8,2.9,3.4,84.5,3,7,1.5,0.3,2.5,13,0,16.44,60,2017-2018
JeremyLamb,Charlotte Hornets,7488372,SG,80,24.6,12.9,4.8,10.4,45.7,1.2,3.2,37,2.2,2.6,86.1,4.1,2.3,0.8,0.4,1.2,0,0,17.08,78,2017-2018
JerianGrant,Chicago Bulls,2639314,PG,74,22.8,8.4,2.8,6.8,41.6,0.8,2.5,32.6,1.9,2.5,74.5,2.3,4.6,0.9,0.1,1.2,5,0,14.3,164,2017-2018
JimmyButler,Minnesota Timberwolves,19301070,SG,59,36.7,22.2,7.4,15.6,47.4,1.2,3.4,35,6.2,7.2,85.4,5.3,4.9,2,0.4,1.8,3,0,23.7,15,2017-2018
JoelEmbiid,Philadelphia 76ers,25250000,C,63,30.3,22.9,8.1,16.8,48.3,1,3.4,30.8,5.7,7.4,76.9,11,3.2,0.6,1.8,3.7,38,0,22.95,12,2017-2018
JohnCollins,Atlanta Hawks,2299080,PF,74,24.1,10.5,4.2,7.4,57.6,0.2,0.6,34,1.8,2.5,71.5,7.3,1.3,0.6,1.1,1.4,11,0,18.33,126,2017-2018
JohnHenson,Milwaukee Bucks,11327466,PF,76,25.9,8.8,3.8,6.6,57.2,0,0.1,14.3,1.2,2.1,57,6.8,1.5,0.6,1.4,1.1,10,0,15.78,150,2017-2018
JonasValanciunas,Toronto Raptors,16539326,C,77,22.4,12.7,5.1,8.9,56.8,0.4,1,40.5,2.2,2.7,80.6,8.6,1.1,0.4,0.9,1.5,26,0,22.52,85,2017-2018
JonathonSimmons,Orlando Magic,6.00E+06,G,69,29.4,13.9,5.1,11,46.5,1,3,33.8,2.7,3.5,76.8,3.5,2.5,0.8,0.2,2.1,0,0,12.8,63,2017-2018
JordanClarkson,Los Angeles Lakers,12500000,PG,81,23.3,13.9,5.3,11.8,45.1,1.4,3.9,35.2,1.9,2.3,80,2.7,2.7,0.7,0.1,1.6,1,0,16.5,67,2017-2018
JoshJackson,Phoenix Suns,5090040,SF,77,25.4,13.1,5.1,12.1,41.7,0.7,2.8,26.3,2.3,3.6,63.4,4.6,1.5,1,0.5,1.9,5,0,11.91,75,2017-2018
JoshRichardson,Miami Heat,9367200,SG,81,33.2,12.9,4.9,10.9,45.1,1.6,4.1,37.8,1.5,1.8,84.5,3.5,2.9,1.5,0.9,1.7,0,0,13.6,79,2017-2018
JRSmith,Cleveland Cavaliers,14720000,G,80,28.1,8.3,3,7.4,40.3,1.8,4.8,37.5,0.5,0.7,69.6,2.9,1.8,0.9,0.1,1,0,0,8.48,165,2017-2018
JuliusRandle,Los Angeles Lakers,4149242,C,82,26.7,16.1,6.1,11,55.8,0.1,0.5,22.2,3.7,5.2,71.8,8,2.6,0.5,0.5,2.6,28,1,19.96,44,2017-2018
JustinHoliday,Chicago Bulls,4384616,SF,72,31.5,12.2,4,10.9,37.1,2.2,6.2,35.9,1.9,2.3,82.3,4,2.1,1.1,0.4,1.3,2,0,10.81,94,2017-2018
JustinJackson,Sacramento Kings,2365560,SF,68,22.1,6.7,2.7,6.2,44.2,0.8,2.7,30.8,0.4,0.5,72.2,2.8,1.1,0.4,0.2,0.6,0,0,9.25,204,2017-2018
JustiseWinslow,Miami Heat,3448926,SF,68,24.7,7.8,3,7.2,42.4,0.7,1.9,38,1,1.5,63.5,5.4,2.2,0.8,0.5,1.1,2,0,11.56,176,2017-2018
JusufNurkic,Portland Trail Blazers,2947305,C,79,26.4,14.3,6.1,12,50.5,0,0.1,0,2.2,3.5,63,9,1.8,0.8,1.4,2.3,27,0,19.28,58,2017-2018
Karl-AnthonyTowns,Minnesota Timberwolves,6216840,C,82,35.6,21.3,7.8,14.3,54.5,1.5,3.5,42.1,4.2,4.9,85.8,12.3,2.4,0.8,1.4,1.9,68,0,24.99,20,2017-2018
KellyOlynyk,Miami Heat,12537527,PF,76,23.4,11.5,4.2,8.4,49.7,1.4,3.7,37.9,1.8,2.3,77,5.7,2.7,0.8,0.5,1.9,7,0,17.82,111,2017-2018
KembaWalker,Charlotte Hornets,1.20E+07,PG,80,34.2,22.1,7.4,17,43.1,2.9,7.5,38.4,4.5,5.3,86.4,3.1,5.6,1.1,0.3,2.2,3,0,20.62,16,2017-2018
KentaviousCaldwell-Pope,Los Angeles Lakers,17745894,SG,74,33.2,13.4,4.6,10.8,42.6,2.1,5.6,38.3,2.1,2.6,78.9,5.2,2.2,1.4,0.2,1.3,4,0,13.22,71,2017-2018
KentBazemore,Atlanta Hawks,18089887,PG,65,27.5,12.9,4.4,10.4,42,1.7,4.2,39.4,2.5,3.1,79.6,3.8,3.5,1.5,0.7,2.4,0,0,14.51,81,2017-2018
KevinLove,Cleveland Cavaliers,24119025,PF,59,28,17.6,5.7,12.4,45.8,2.3,5.6,41.5,4,4.5,88,9.3,1.7,0.7,0.4,1.5,31,0,22.44,35,2017-2018
KostaKoufos,Sacramento Kings,8393000,C,71,19.6,6.7,3.1,5.5,57.1,0,0,0,0.5,1,44.6,6.6,1.2,0.7,0.5,0.7,6,0,17.56,201,2017-2018
